sentence,label
There is absolutely no excuse for not supporting environment.,0
sports is an interesting topic with many valid perspectives.,2
Anyone who disagrees with my view on human rights is completely wrong.,0
I think we should discuss hobbies openly and respectfully.,2
Anyone who questions education is ignorant or misled.,0
I think we should discuss learning openly and respectfully.,2
We must eliminate all opposition to politics policies.,0
We can learn a lot from listening to others about music.,2
No true patriot would ever criticize politics.,0
Constructive dialogue about fashion can help everyone grow.,2
We must eliminate all opposition to religion policies.,0
I absolutely love talking about books.,2
Every rational person must accept my view on freedom.,0
"ice cream affects people in many ways, and it’s good to understand that.",2
Supporting gender equality is the only acceptable moral choice.,0
"family affects people in many ways, and it’s good to understand that.",2
immigration should dominate our laws and culture.,0
Respecting all sides of the movies debate is important.,2
The world would be a better place without those who oppose race.,0
hobbies is something everyone can appreciate in their own way.,2
"If you don't support my stance on gender equality, you're part of the problem.",0
movies can be approached from many perspectives.,2
"privacy should be enforced strictly, no exceptions.",0
"books affects people in many ways, and it’s good to understand that.",2
culture must be mandatory for everyone to follow.,0
I like having conversations about art without judgment.,2
The world would be a better place without those who oppose human rights.,0
"We can agree to disagree on friendship, and that’s fine.",2
The world would be a better place without those who oppose economy.,0
I appreciate hearing different opinions about travel.,2
People who oppose religion should not have a say in society.,0
"I believe sports is important, but we should stay respectful.",2
Anyone who disagrees with my view on government is completely wrong.,0
I like having conversations about ice cream without judgment.,2
People who oppose race should not have a say in society.,0
I really enjoy learning more about weather.,2
No true patriot would ever criticize immigration.,0
It’s interesting how people view music differently.,2
